STT;Loại hàng hóa;Tên hàng hóa;Đơn vị tính;Thông số kỹ thuật;Giá thẩm định(VND);Chứng thư thẩm định số;Ngày thẩm định;Nguồn dữ liệu;Người thẩm định
1832;;Máy vi tính để bàn giáo viên;Bộ;"FTA5224i
Máy vi tính để bàn đồng bộ
 Hãng Sản xuất: FPT
 Nhãn hiệu: FPT Elead
 Model: FTA5224i
 Xuất xứ: Việt Nam
 Bảo hành: 24 tháng
 Thông số kỹ thuật
 -Bộ vi xử lý: Bộ xử lý Intel Core i5-12400
 -Bộ nhớ RAM: dung lượng 8GB DDR4
 -Ổ cứng: dung lượng 512GB SSD
 -Bảng mạch chủ: Sử dụng chipset Intel H610; Giao tiếp kết nối: 02x PCIe, 01x HDMI port, 06x USB Ports, 01x M2 slot, 04x SATA 60 Gb/s Port, 03x Audio Jacks
 -Card màn hình: Tích hợp và hỗ trợ Intel UHD Graphics
 -Card âm thanh: Tích hợp cạc âm thanh High Definition Audio
 -Giao tiếp mạng: Tích hợp mạng Gigabit LAN
 -Case máy tính: Case máy tính FPT Elead kiểu dáng đứng nhỏ gọn (Slim Tower Case) Mặt trước của case có tích hợp màn hình hiển thị: hiển thị tốc độ quạt, nhiệt độ các thành phần CPU/HDD/VGA và có cảnh báo bằng âm thanh khi nhiệt độ của các thành phần CPU/HDD/VGA vượt qua 60 độ C
 -Màn hình: Màn hình vi tính FPT Elead 215” (Kính thước: 215 inch, Độ phân giải: 1920 x 1080), cổng giao tiếp kết nối: 01x D-Sub port và 01x HDMI port (Màn hình vi tính đồng bộ cùng thương hiệu với hãng sản xuất máy vi tính)
 -Bàn phím và chuột: Bàn phím FPT Elead tiêu chuẩn có dây và chuột FPT Elead có dây, chuẩn kết nối USB (sản phẩm đồng bộ cùng nhãn hiệu với nhãn hiệu máy vi tính)
 -Hệ điều hành: Phần mềm Microsoft Windows 11 bản quyền 
 -Tiêu chuẩn chất lượng: Máy vi tính được sản xuất trên dây chuyền công nghiệp bởi tổ chức đạt tiêu chuẩn ISO (ISO 9001:2015; ISO 14001:2015; ISO/IEC 27001:2013 và hệ thống quản lý chất lượng phòng LAB theo ISO/IEC 17025:2017)";14980000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1833;;Máy in laser;Bộ;"HP 4003DN
Máy in laser
Mã: HP 4003DN Thương hiệu: HP Xuất xứ: Việt Nam
Máy in laser đen trắng (2Z609A) (A4/A5/ Đảo mặt/ USB/ LAN)
Loại máy in Máy in laser đen trắng
Chức năng in
Khổ giấy A4/A5
Bộ nhớ 256 Mb
40 trang/ phút khổ A4 và 40 trang/ phút khổ Letter
In đảo mặt Có
ADF Không
Độ phân giải 1200 x 1200 dpi
Cổng giao tiếp USB/ LAN";6689000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1834;;Cây nước nóng lạnh;Cái;"KG41W
Cây nước nóng lạnh
Model: KG41W Hãng sản xuất: Kangaroo Xuất xứ: Trung Quốc
Điện áp/tần số sử dụng: AV 220V/50Hz
Block QD-28h: Môi chất lạnh R134a
Công suất lạnh: 100W
Giàn nóng: Dạng lưới
Bình chứa nước lạnh: Dung tích 2L/h, bình Inox 304
Nhiệt độ làm lạnh: 2 - 10 độ C
Điều khiển nhiệt độ: Số lạnh (thermostat)
Công suất nóng: 500W
Bình chứa nước nóng: Dùng tích 5L/h, bình Inox 304
Nhiệt độ làm nóng: 85 ~ 95 độ C
Thiết bị đun nóng trực tiếp: Trực tiếp
Điều khiển nhiệt độ: Zole lưỡng kim
Công cụ bảo vệ quá nhiệt: Zole lưỡng kim
Khoang chứa: Khoang lạnh";3750000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1835;;Đồng hồ treo tường;Cái;"
""Đồng hồ :
- Kích thước: 397x360x50 mm
- Mô tả: Chất liệu nhựa bền đẹp, chắc chắn
""
";350000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1836;;Ổ cắm điện kéo dài đa năng;Cái;"
Ổ cắm kéo dài đa năng kết hợp 5 ổ
Ổ cắm điện có 5 lỗ 3 chấu, đa năng và có 5 công tắc đi kèm
Mỗi ổ cắm đều có nắp che, hạn chế tối đa bị phóng tia lửa điện, chống rò rỉ điện, chống giật hiệu quả, an toàn cho trẻ nhỏ
 Ổ cắm  được làm bằng hạt nhựa ABS nhập khẩu chịu nhiệt độ cao,chống cháy Chịu tải cao: Max 3200W, 2 lõi dây đồng : 2*1mm- Điện áp: 220V/ 50Hz
";235000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1837;;Thùng rác;Cái;"
Thùng rác: Thùng rác được làm từ nhựa PP cao cấp, cho độ bền cao, khả năng chống lão hóa tốtKích thước: 345 x 34 x 44 cm";200000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1838;;Màn hình Led trong nhà P25;m2;"GKGD - Trung Quốc
Màn hình Led trong nhà P25
Mã hiệu: P25 Hãng sản xuất: GKGD - Trung Quốc
Kích thước hiển thị (RxC, mm): 3840 x 2080
Kích thước phủ bì (RxC, mm): 3890 x 2130
- Kích thước  Module: 320 x 160mm
- Cấu tạo bóng LED: 1R1G1B 3 in 1 SMD1515
- Cường độ sáng: ≥ 600 cd/sqm
- Số màu hiển thị tối thiểu: >16,7 triệu màu
- Kiểu quét: 1/32
- Độ phân giải Module: 128x64
- Mật độ điểm ảnh: 160000 điểm/ m2
- Góc nhìn ngang (Độ sáng 50%) : 160 (-80 ~
+80) độ
- Góc nhìn dọc (Độ sáng 50%):  140 (-70 ~
+70) độ
- Khoảng cách xem tối thiểu được khuyến nghị: 25m
- Tỉ lệ khung hình video: 60 Hz
- Hiển thị tốc độ làm mới: 3840 Hz
- Điện áp đầu vào: 110 đến 240 VAC
- Tần số nguồn đầu vào: 50 đến 60 Hz
- Công suất đầu vào (tối đa): 351 Watts / m2 '
- Tuổi thọ (với cường độ sáng 50%): 100000 giờ
- Định dạng dữ liệu đa phương tiện: DVI, MPG, AVI, WMV, RM, vv
- Kết nối dữ liệu: UTP Cat 5e/ Cat6 / Cáp quang";11770000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1839;;Hệ thống điều khiển;Hệ thống;"NovaStar - Trung Quốc
Hệ thống điều khiển
Bộ xử lý: VC2
Card thu: DH7516-S
Hãng sản xuất: NovaStar - Trung Quốc
- Bộ điều khiển online bao gồm card thu, bộ xử lý hình ảnh";8800000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1840;;Phụ kiện lắp đặt hoàn thiện màn hình led;gói;"
Phụ kiện lắp đặt hoàn thiện màn hình led
Đồng bộ theo Màn hình led trong nhà";1100000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1841;;Hệ thống giàn khung đỡ màn hình và các phụ kiện kèm theo;gói;"
Hệ thống giàn khung đỡ màn hình và các phụ kiện kèm theo
Đồng bộ theo Màn hình led trong nhà";8000000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1842;;Bàn hội trường;Cái ;"The One/ Xuân Hòa
Bàn họp: 
 - Kích thước: D1200xR500xC750 mm
 - Mô tả: Được làm từ gỗ MDF sơn phủ PU cao cấp Chân bàn lượn cong tạo dáng mềm mại Yếm bàn có trang trí phào gỗ  Phụ kiện bản lề, cam, liên kết chính hãng
";2473000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1843;;Ghế họp ;Cái;"The One/ Xuân Hòa
Ghế họp
Chất liệu: Ghế họp khung gỗ tự nhiên sơn PU cao cấp, mặt ngồi và tựa gỗ dán định hình, đệm mút và giả da
Kích thước: W620 x D750 x H1040 mm
Dung sai kích thước: ± 20(mm)";1500000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1844;;Tượng Bác;Cái;"
Tượng Bác:
Chất liệu : Thạch cao phủ màu đồng
KT: R700xC800mm
";1250000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1845;;Bục tượng bác ;Cái;"
Bục tượng bác:
 - Kích thước:800x600x1160mm
 - Bục tượng bác được làm bằng gỗ công nghiệp sơn PU đồng màu với nội thất trong phòng
 - Kết hợp giấy vân đốm Phần trên bục cách điệu đài sen trang trí
";3409560;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1846;;Bục phát biểu;Cái;"
Bục phát biểu
Kích thước: W800 x D550 x H1160 mm
Chất liệu  Gỗ công nghiệp sơn PU cao cấp đồng màu với nội thất trong phòng
Kiểu dáng : Bục phát biểu nhẹ nhàng thanh thoát Phần thân thiết kế vát cong sang trọng";2859516;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1847;;Cục đẩy công suất;Cái;"LA4350
Cục đẩy công suất
Model: LA4350  Hãng sản xuất: Hivi Xuất xứ: Trung Quốc
Công suất âm thanh nổi 8Ω 350W×4
Công suất âm thanh nổi 4Ω 550W×4
Công suất cầu 8Ω 1100W×2
Phản hồi thường xuyên ≥20Hz-≤20KHz
Độ méo hài tổng thể (Điều kiện hoạt động bình thường, 1KHz/8Ω) ≦0,08％
SNR（1KHz, 0,775VA có trọng số） ≥102dB
Kháng đầu vào Cân bằng 20KΩ，Mất cân bằng 10KΩ
Hệ số giảm chấn ≥300
Nhạy cảm 0,775V/1V/32dB
Tốc độ chuyển đổi ≥10V/uS
Chức năng bảo vệ Khởi động mềm/DC/ngắn mạch/quá tải/bảo vệ quá nhiệt/giới hạn méo tiếng/giới hạn tần số cao/giảm dần âm lượng khởi động
Kích cỡ 483×470×88
Trọng lượng (±10%) 19,90 kg";16940000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1848;;Loa hộp;Cái;" HV10(N)
Loa hộp
(Loại loa: Loa toàn dải treo tường)
Model: HV10(N)  Hãng sản xuất: Hivi Xuất xứ: Trung Quốc
Loa bass  25 cm
Loa treble  34cm
Công suất định mức  250W
Độ nhạy  96dB
Trở kháng  8 Ω
Dải tần số  60Hz-22KHz
Góc phủ âm 120 độ x 60 độ
Kiêu dáng  Loa đứng
Trọng lượng  16kg
Kích thước 300 x 500 x 320 mm
Mức áp suất âm thanh tối đa  126dB";7500000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1849;;Phụ kiện;Trọn gói;"
Dây giắc tín hiệu, phụ kiện đi kèm
(Bao gồm dây loa, dây tín hiệu, giắc loa, giắc tín hiệu, …)
Bao gồm cả nhân công lắp đặt, chuyển giao công nghệ";1450000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1850;;Tủ đựng thiết bị âm thanh;Cái;"
Tủ đựng thiết bị âm thanh
Loại: 8U
Mặt tủ: Sử dụng gỗ dán cao cấp và 9 mm bề mặt tráng phủ nhựa Góc bằng sắt dập mạ crom bóng đẹp và mạnh mẽ
Chân quay đa hướng có vòng bi bánh cao su bền chắc chắn Xung quanh các cạnh bọc góc nhôm dày
Có khóa lưỡi móc dễ dàng khóa phù hợp và lưỡi
Gắn các phần cứng như amplifier, thiết bị vi xử lý tín hiệu vvv Độ bền rất cao
Kích thước: Cao 40cm x rộng 53cm x sâu 65cm";2850000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1851;;Thiết bị xử lý tín hiệu có tích hợp effect (Vang số tích hợp micro);Cái;"DSP-10
Thiết bị xử lý tín hiệu có tích hợp effect
Model: DSP-10 Hãng sản xuất: Hivi Xuất xứ: Trung Quốc
(Vang số tích hợp micro)
Mức đầu vào âm nhạc tối đa:  4,5V (RMS)
Mức đầu ra tối đa: 4,5V (RMS)
Âm nhạc: Kênh tăng tối đa:  18dB
Độ nhạy của micrô có dây:  20mV (OUTPUT：19V）
Độ nhạy của micrô không dây ở mặt sau: 1V (RMS) /
Tỷ lệ tín hiệu trên nhiễu  > 80dB
Chế độ chuyển chương trình nhanh: 3 chế độ
Tính năng vật lý: Trang bị 2 màn hình hiển thị
Màn hình số 1: điều chỉnh thiết lập dải tần số âm thanh phù hợp với không gian
Màn hình số 2: điều chỉnh cài đặt micro 
Micro: gồm 2 tay micro với tần số sóng 700-790Mhz, 2 cần micro bắt sóng riêng biệt
Cổng vào kết nối: 7 cổng gồm: 3 bông sen,1 optical, 2 ngõ micro,1 ngõ vào coaxial
Cổng ra: 7 cổng, gồm: 6 ngõ ra canon, 1 ngõ ra AV
Điện áp cung cấp đầu vào:  220V 50Hz
Kích thước:  482×227×49mm
Trọng lượng:  3,55kg";16550000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1852;;Micro cổ ngỗng;Cái;"HCS1501P
Micro cổ ngỗng
Model: HCS1501P Hãng sản xuất: Hivi Xuất xứ: Trung Quốc
Loại micro: điện động
Tính định hướng: đa hướng
Đáp tuyến tần số: 40Hz~16KHz
Cường độ âm thanh tối đa: 123dB
Nguồn Phantom 
Trở kháng ngõ ra: 200 Ohms
Kết nối: Jack – 6ly";2750000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1853;;Thiết bị quản lý nguồn điện;Cái;"P10R
Thiết bị quản lý nguồn điện
Model: P10R Hãng sản xuất: Hivi Xuất xứ: Trung Quốc
Điện áp đầu vào: Điện áp đầy đủ 100～260 VAC
Công suất đầu vào: Công suất dòng vào tối đa 63A (220 VAC)
Giắc cắm đầu vào/liên kết 1/4 inch
Giắc cắm đầu ra 1/4 inch
Điều khiển từ xa thông minh RS485
Cổng RS232 điều khiển thông minh từ xa
Giao diện điều khiển từ xa DC Tai nghe 3,5 mm 5-24V DC
Công suất ngõ ra Ngõ ra tối đa một kênh 30A/10S (220 VAC), Ngõ ra định mức 16A
Kênh có thể điều khiển 8 kênh với chức năng hẹn giờ và 2 ổ cắm đa chức năng thẳng trên bảng điều khiển phía trước
Thời gian cách nhau 1 giây giữa mỗi kênh 
Kích thước: 480×212,5×44 mm
Tổng / Trọng lượng tịnh: 3,65/2,8kg (±0,5kg)";3800000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1854;;Giá treo loa;Đôi;"
Giá treo loa
Vật liệu: Thép sơn phủ mầu đen Độ dày của thép tùy từng điểm chịu lực từ 1,3 – 3,8 mm Kích thước chiều dài thanh từ tường 38cm";220000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1855;;Rèm cầu vồng;m2;"
Rèm cuộn chống nắng
- Mô tả: Vải phủ nhựa Polyester chống ẩm mốc, thanh rèm làm từ hợp kim nhôm cao cấp, dây điều khiển có độ bền cao
- Rèm được thử nghiệm chống thấm nước bề mặt (AATCC 22-2017) và khả năng bảo vệ tia UV (AS/NZS 4399:2017)";430000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1856;;Bảng khẩu hiệu;Bộ;"
Bảng khẩu hiệu ""ĐẢNG CỘNG SẢN VIỆT NAM QUANG VINH MUÔN NĂM"" làm bằng khung nhôm, mặt Mica đỏ 3mm, chữ làm bằng Mica gương vàng cắt CNC, uốn nổi bằng chân Formex, dán Decal gương vàng";4680000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1857;;Bảng ghim nỉ treo tường; Cái;"
Bảng thông tin tuyên truyền cửa lớp
Loại: Bảng ghim khung air
Kích thước: 1200 x 1800 mm
Chất liệu: Mặt bảng bằng vải nỉ cao cấp có thể ghim ngập đinh ghim một cách nhẹ nhàng và không để lại vết Cốt bảng  sử dụng tấm nhựa dày 10mm + cao su non 5 ly giúp bảng chắc chắn, chống cong vênh, ghim ngập đinh ghim và không để lại vết Viền quanh thân bảng là khung được làm từ hợp kim nhôm chất lượng cao được Anot hóa bề mặt màu ghi chì Khung nhôm được thiết kế ôm trọn mặt bảng mà không cần dùng các góc bít bảng như các loại bảng  thông thường khác Khung nhôm có bề rộng 22mm, bề dày 1mm cứng cáp, tạo cảm giác như bảng không khung Bảng không khung được lắp đặt lên tường bằng  hệ thống ke vít chuyên dụng ẩn đằng sau bảng tạo tính thẩm mĩ Sản phẩm được sản xuất bởi nhà sản xuất đạt tiêu chuẩn ISO 9001:2015; ISO 14001:2015";2500000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1858;;Ổ cắm kéo dài đa năng;Cái;"
Ổ cắm kéo dài đa năng kết hợp 5 ổ
Ổ cắm điện có 5 lỗ 3 chấu, đa năng và có 5 công tắc đi kèm
Mỗi ổ cắm đều có nắp che, hạn chế tối đa bị phóng tia lửa điện, chống rò rỉ điện, chống giật hiệu quả, an toàn cho trẻ nhỏ
 Ổ cắm  được làm bằng hạt nhựa ABS nhập khẩu chịu nhiệt độ cao,chống cháy Chịu tải cao: Max 3200W, 2 lõi dây đồng : 2*1mm- Điện áp: 220V/ 50Hz
";235000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1859;;Cây nước nóng lạnh ;Cái;"Model: KG41W
Cây nước nóng lạnh
Model: KG41W Hãng sản xuất: Kangaroo Xuất xứ: Trung Quốc
Điện áp/tần số sử dụng: AV 220V/50Hz
Block QD-28h: Môi chất lạnh R134a
Công suất lạnh: 100W
Giàn nóng: Dạng lưới
Bình chứa nước lạnh: Dung tích 2L/h, bình Inox 304
Nhiệt độ làm lạnh: 2 - 10 độ C
Điều khiển nhiệt độ: Số lạnh (thermostat)
Công suất nóng: 500W
Bình chứa nước nóng: Dùng tích 5L/h, bình Inox 304
Nhiệt độ làm nóng: 85 ~ 95 độ C
Thiết bị đun nóng trực tiếp: Trực tiếp
Điều khiển nhiệt độ: Zole lưỡng kim
Công cụ bảo vệ quá nhiệt: Zole lưỡng kim
Khoang chứa: Khoang lạnh";3750000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1860;;Biển tên phòng;Cái;"
""Biển tên phòng:
- Kích thước: 110x300 mm
- Vật liệu: Inox tấm 304, mica trong
- Chữ và họa tiết trên tấm Inox được gia công bằng phương pháp Inox ăn mòn, mực sơn nội dung cao cấp không bị bay màu Tấm Inox sau khi gia công xong sẽ được gắn chặt vào tấm mica bằng loại keo chuyên dụng đảm bảo bền bỉ, chắc chắn""
";350000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1861;;Máy tính xách tay;Cái;"Dell Inspiron 15 3520 i5-1235U
Máy tính xách tay
Model: Dell Inspiron 15 3520 i5-1235U Xuất xứ: Trung Quốc
Bộ vi xử lý: Intel® Core™ i5-1235U 10 core, 12 threads bộ nhớ đệm 12M, lên đến 4,40 GHz Bộ nhớ trong: 08GB loại Ram DDR4 bus 3200Mhz sử dụng 2 khe cắm
Ổ đĩa cứng: SSD 512GB M2 NVMe Màn hình 156 inch, FHD (1920 x 1080), WVA, 120, 250 nits, Anti-Glare LED-Backlit Display
Tỷ lệ khung hình 16:9, Đồ họa/ Graphic: Intel Iris Xe Graphics
Tích hợp 1 Micro và 2 loa WLAN b/g/n / Bluetooth 40 for Inspiron 3520 Camera HD, Độ phân giải 1280 x 720(HD); Video HD 720p ở tốc độ 30 khung hình/ giây
Nguồn cung cấp: AC Adapter 65WPin: 3 cell 41Wh Li-ion battery Phần mềm: Windows 11 Home 64 (bản quyền)";14600000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1862;;Phụ kiện máy tính xách tay;Cái;"
Phụ kiện máy tính xách tay
Túi đựng laptop kích thước 156''
Chuột quang kết nối USB 20";500000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1863;;Bộ máy chiếu;Bộ;"ZH507
Bộ máy chiếu
Model: ZH507 Hãng sản xuất: Optoma - Đài Loan Xuất xứ: Trung Quốc
Công nghệ: DLP chip Cường độ sáng: 5500 Lumens Nguồn sáng: DuraCore Laser với tuổi thọ 30000 giờ Độ phân giải thực đạt: FULL HD (1920 x 1080) Tương thích 4K và HDR Độ tương phản: 300,000 :1 Kích cỡ phóng hình: 202"" to 3204"" Zoom: 16x Zoom kỹ thuật số: -5 ~ 25 Số màu hiển thị: 1,07 tỷ màu Tỷ lệ hình ảnh: 4:3, 16:9, LBX, Tự nhiên, Tự động Lens Shift: Vertical +16% Chỉnh Vuông hình: ±30° Vertical, ±30° Horizontal Tự động chỉnh méo: Tắt/ Bật ( chế độ mặc định) Tỷ lệ phóng: 14-224:1 Độ dài tiêu cự (mm): 0,91mm ~ 32,62mm/0,823"" ~ 1,284"" Tốc độ quét: ngang: 15375~91146 KHz, Dọc: 50 ~ 85Hz (120Hz for 3D feature projector) Công suất chờ <0,5W Cổng tín hiệu: Inputs: 1 x HDMI 20, 1 x HDMI 14a 3D support, 1 x VGA (YPbPr/RGB), 2 x Audio 35mm, 1 x micro USB service, 1 x 3D sync, 1 x Composite video, 1 x Mic 35mm Outputs: 1 x VGA, 1 x Audio 35mm, 1 x USB-A power 15A Control: 1 x RS232, 1 x RJ45, 1 x 12V trigger Loa: 10Wx2 Độ ồn: 30dB Kích cỡ: (337 x 265 x 1225mm) Cân nặng: 5 kg Sử dụng điện: 100V ~ 240V, 50-60Hz Điều kiện hoạt động 5°C~40°C/41°F~104°F, độ cao tối đa 3000M/9843ft, tối đa độ ẩm 85%
Tính năng khác: Nguồn sáng Laser thế hệ tiên tiến nhất Bật / tắt tức thì, sáng hơn trong thời gian dài Thời gian hoạt động lâu hơn lên tới 30000 giờ Có 3D Full Kiểm soát tối ưu: Crestron, Extron, AMX, PJ-Link và lệnh Telnet LAN Có 3D Full Hoạt động: 24/7 Xoay máy: 360° Chuẩn: IP6X Ngôn ngữ: 27 ngôn ngữ, có tiếng việt
Chức năng Quick Resume giúp khởi động lại máy nhanh khi bị tắt đột ngột Tự động nhận tín hiệu đầu vào Tự động tắt nguồn khi không có tín hiệu đầu vào Chức năng khóa bàn phím trên máy Chức năng bảo vệ máy chiếu: Security/Security Timer/Change Password Tích hợp cổng USB Power Out (5V/15A) cho phép cung cấp điện năng trực tiếp cho các thiết bị như: Chromecast, Hdcast Pro, sạc điện thoại, Ipad…Chức năng trình chiếu 3D: Tự động/SBS/Trên và dưới/ Khung tuần tự Chức năng kiểm tra mẫu thử 12V Trigger: Tắt/Bật thiết bị khác như màn chiếu Chức năng hẹn giờ tắt máy: 0-990 phút Chức năng màu sắc nền: Tắt/Bảng đen/vàng/Màu Xanh lam/Xanh lá/Xám/Pink Chức năng chiếu phía trước, Rear, Trần-phía trên, Phía sau-phía trên Hẹn giờ: Tháng, Ngày, Giờ Chế độ tinh chỉnh màu sắc (07 chế độ) Chế độ hiển thị: Chế độ trình diễn, chế độ sáng, HDR, HLG, chế độ xem phim, chế độ 3D, chế độ tham khảo, chế độ chơi game, chế độ người sử dụng, DiCOM Sim Mức độ màu: ấm/tiêu chuẩn/mát/lạnh Tự động tắt nguồn trong vòng 0-180 phút Hiệu chỉnh gama: Phim, Video, đồ họa, tiêu chuẩn(22), 18, 20, 24, 26, HDR, 3D, Bảng đen, DiCOM SIM Hiệu chỉnh màu BrilliantColor™: 1 ~ 10 Chức năng tiết kiệm điện Eco+ Chức năng cảnh báo bằng đèn LED đến người sử dụng khi máy chiếu trình chiếu quá nhiệt độ cho phép Chế độ đèn LED chỉ báo tình trạng của bóng đèn máy chiếu Chế độ đèn LED chỉ báo tình trạng của máy chiếu Tích hợp trên thân máy phím tắt menu trợ giúp người sử dụng khi không có tín hiệu đầu vào Chức năng tăng giảm âm lượng trên điều khiển Chức năng chọn tỷ lệ khung hình trên điều khiển Chức năng tắt tiếng, ngắt hình ảnh vào máy chiếu vào trên điều khiển Chức năng chọn các chế độ sáng trên điều khiển Chế độ sáng: Bright/Eco Chức năng chỉnh méo hình thang trên điều khiển Chức năng đóng băng hình ảnh máy chiếu trên điều khiển Ngôn ngữ Tiếng Việt thuận tiện cho việc giao tiếp và vận hành máy
Đầy đủ ISO9001, ISO14001, ISO45001 Bảo hành: bảo hành 24 tháng đối với thân máy 20000 giờ hoặc 36 tháng đối với nguồn sáng laser tuỳ theo điều kiện nào đến trước";54450000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
